t,carotid_880nm,carotid_660nm,brachial_880nm,brachial_660nm
646.5,211.53,79.155,-144.8,-59.719
656.4,210.53,77.155,-140.8,-57.719
666.3,209.53,76.155,-135.8,-57.719
676.2,205.53,73.155,-132.8,-55.719
686.0,200.53,71.155,-129.8,-57.719
695.9,194.53,67.155,-129.8,-58.719
705.8,189.53,65.155,-131.8,-57.719
715.7,182.53,62.155,-132.8,-59.719
725.6,175.53,61.155,-136.8,-61.719
735.5,170.53,59.155,-144.8,-64.719
745.4,164.53,57.155,-149.8,-66.719
755.2,161.53,57.155,-151.8,-67.719
765.1,160.53,56.155,-156.8,-67.719
775.0,158.53,55.155,-159.8,-69.719
784.9,156.53,55.155,-161.8,-68.719
794.8,154.53,53.155,-162.8,-69.719
804.7,153.53,52.155,-166.8,-70.719
814.6,153.53,52.155,-165.8,-70.719
824.4,153.53,51.155,-166.8,-67.719
834.3,154.53,50.155,-165.8,-69.719
844.2,154.53,50.155,-163.8,-69.719
854.1,152.53,49.155,-162.8,-69.719
864.0,152.53,49.155,-162.8,-69.719
873.9,146.53,48.155,-161.8,-69.719
883.8,146.53,48.155,-159.8,-68.719
893.6,141.53,45.155,-159.8,-68.719
903.5,141.53,45.155,-159.8,-68.719
913.4,133.53,43.155,-157.8,-68.719
923.3,133.53,43.155,-157.8,-68.719
933.2,125.53,41.155,-159.8,-67.719
943.1,125.53,41.155,-159.8,-67.719
953.0,119.53,39.155,-158.8,-68.719
962.8,119.53,39.155,-158.8,-68.719
972.7,112.53,38.155,-161.8,-68.719
982.6,112.53,38.155,-161.8,-68.719
992.5,107.53,37.155,-168.8,-70.719
1002.4,107.53,37.155,-168.8,-70.719
1012.3,104.53,35.155,-171.8,-72.719
1022.2,101.53,35.155,-171.8,-72.719
1032.0,98.525,35.155,-174.8,-72.719
1041.9,94.525,33.155,-174.8,-72.719
1051.8,90.525,32.155,-179.8,-74.719
1061.7,88.525,32.155,-179.8,-74.719
1071.6,87.525,31.155,-181.8,-74.719
1081.5,87.525,31.155,-181.8,-74.719
1091.4,90.525,35.155,-184.8,-75.719
1101.2,86.525,34.155,-184.8,-75.719
1111.1,89.525,36.155,-188.8,-79.719
1121.0,93.525,39.155,-188.8,-79.719
1130.9,102.53,41.155,-190.8,-78.719
1140.8,109.53,43.155,-189.8,-77.719
1150.7,118.53,45.155,-183.8,-73.719
1160.6,126.53,46.155,-174.8,-70.719
1170.4,136.53,50.155,-165.8,-65.719
1180.3,143.53,50.155,-153.8,-61.719
1190.2,150.53,51.155,-141.8,-58.719
1200.1,154.53,51.155,-132.8,-55.719
1210.0,157.53,52.155,-124.8,-53.719
1219.9,158.53,52.155,-117.8,-50.719
1229.8,158.53,52.155,-115.8,-51.719
1239.6,158.53,52.155,-114.8,-52.719
1249.5,156.53,52.155,-117.8,-52.719
1259.4,152.53,52.155,-119.8,-54.719
1269.3,151.53,51.155,-122.8,-56.719
1279.2,146.53,51.155,-125.8,-59.719
1289.1,144.53,51.155,-129.8,-61.719
1299.0,141.53,51.155,-134.8,-62.719
1308.8,141.53,51.155,-140.8,-64.719
1318.7,141.53,52.155,-142.8,-65.719
1328.6,141.53,53.155,-147.8,-67.719
1338.5,143.53,53.155,-151.8,-67.719
1348.4,144.53,52.155,-152.8,-68.719
1358.3,143.53,53.155,-152.8,-66.719
1368.2,143.53,53.155,-154.8,-68.719
1378.0,144.53,52.155,-155.8,-68.719
1387.9,144.53,52.155,-154.8,-66.719
1397.8,144.53,51.155,-152.8,-66.719
1407.7,142.53,51.155,-150.8,-64.719
1417.6,140.53,50.155,-144.8,-63.719
1427.5,139.53,50.155,-142.8,-61.719
1437.4,136.53,49.155,-141.8,-63.719
1447.2,132.53,49.155,-141.8,-62.719
1457.1,129.53,48.155,-140.8,-62.719
1467.0,125.53,47.155,-139.8,-61.719
1476.9,120.53,46.155,-142.8,-62.719
1486.8,116.53,46.155,-141.8,-61.719
1496.7,113.53,46.155,-141.8,-63.719
1506.6,109.53,45.155,-142.8,-62.719
1516.4,105.53,44.155,-146.8,-63.719
1526.3,102.53,44.155,-146.8,-63.719
1536.2,100.53,42.155,-148.8,-63.719
1546.1,97.525,42.155,-149.8,-63.719
1556.0,95.525,42.155,-148.8,-64.719
1565.9,92.525,41.155,-149.8,-64.719
1575.8,90.525,40.155,-150.8,-64.719
1585.6,86.525,39.155,-151.8,-62.719
1595.5,84.525,40.155,-150.8,-63.719
1605.4,84.525,41.155,-152.8,-63.719
1615.3,87.525,44.155,-154.8,-64.719
1625.2,85.525,43.155,-155.8,-63.719
1635.1,88.525,46.155,-159.8,-66.719
1645.0,91.525,49.155,-160.8,-66.719
1654.8,101.53,52.155,-161.8,-67.719
1664.7,111.53,56.155,-159.8,-65.719
1674.6,121.53,59.155,-154.8,-62.719
1684.5,134.53,61.155,-144.8,-58.719
1694.4,134.53,61.155,-133.8,-53.719
1704.3,155.53,66.155,-122.8,-49.719
1714.2,155.53,66.155,-109.8,-45.719
1724.0,169.53,69.155,-98.796,-42.719
1733.9,169.53,69.155,-89.796,-39.719
1743.8,175.53,70.155,-82.796,-37.719
1753.7,175.53,70.155,-78.796,-35.719
1763.6,176.53,71.155,-75.796,-34.719
1773.5,176.53,71.155,-74.796,-36.719
1783.4,175.53,71.155,-74.796,-36.719
1793.2,175.53,71.155,-75.796,-39.719
1803.1,172.53,72.155,-80.796,-40.719
1813.0,172.53,72.155,-85.796,-44.719
1822.9,170.53,74.155,-88.796,-44.719
1832.8,170.53,74.155,-94.796,-47.719
1842.7,171.53,75.155,-96.796,-48.719
1852.6,171.53,75.155,-100.8,-47.719
1862.4,172.53,76.155,-104.8,-49.719
1872.3,174.53,76.155,-105.8,-49.719
1882.2,175.53,76.155,-105.8,-47.719
1892.1,175.53,76.155,-105.8,-47.719
1902.0,176.53,76.155,-106.8,-45.719
1911.9,178.53,75.155,-103.8,-44.719
1921.8,178.53,75.155,-102.8,-42.719
1931.6,177.53,75.155,-99.796,-43.719
1941.5,175.53,76.155,-98.796,-41.719
1951.4,176.53,76.155,-95.796,-41.719
1961.3,175.53,75.155,-95.796,-41.719
1971.2,174.53,76.155,-95.796,-42.719
1981.1,170.53,75.155,-92.796,-40.719
1991.0,167.53,75.155,-92.796,-40.719
2000.8,164.53,73.155,-91.796,-41.719
2010.7,159.53,73.155,-91.796,-41.719
2020.6,156.53,73.155,-92.796,-41.719
2030.5,153.53,73.155,-92.796,-41.719
2040.4,149.53,71.155,-97.796,-42.719
2050.3,143.53,71.155,-97.796,-42.719
2060.1,142.53,69.155,-99.796,-43.719
2070.0,138.53,69.155,-99.796,-43.719
2079.9,135.53,68.155,-101.8,-42.719
2089.8,132.53,68.155,-101.8,-42.719
2099.7,130.53,67.155,-102.8,-42.719
2109.6,127.53,66.155,-102.8,-42.719
2119.5,124.53,66.155,-104.8,-43.719
2129.4,125.53,67.155,-104.8,-43.719
2139.2,129.53,70.155,-105.8,-43.719
2149.1,125.53,70.155,-105.8,-43.719
2159.0,130.53,72.155,-110.8,-45.719
2168.9,135.53,74.155,-110.8,-45.719
2178.8,142.53,76.155,-108.8,-42.719
2188.7,154.53,80.155,-108.8,-42.719
2198.6,164.53,83.155,-97.796,-35.719
2208.4,176.53,86.155,-97.796,-35.719
2218.3,190.53,88.155,-87.796,-32.719
2228.2,198.53,90.155,-75.796,-28.719
2238.1,206.53,90.155,-63.796,-25.719
2248.0,215.53,93.155,-53.796,-23.719
2257.9,218.53,93.155,-44.796,-18.719
2267.8,223.53,95.155,-36.796,-16.719
2277.6,223.53,94.155,-31.796,-17.719
2287.5,223.53,95.155,-26.796,-17.719
2297.4,222.53,94.155,-25.796,-15.719
2307.3,222.53,95.155,-26.796,-17.719
2317.2,221.53,95.155,-27.796,-18.719
2327.1,218.53,96.155,-31.796,-22.719
2337.0,217.53,96.155,-34.796,-22.719
2346.8,218.53,98.155,-40.796,-26.719
2356.7,220.53,98.155,-47.796,-29.719
2366.6,221.53,97.155,-52.796,-30.719
2376.5,221.53,98.155,-55.796,-31.719
2386.4,223.53,98.155,-59.796,-31.719
2396.3,224.53,98.155,-61.796,-33.719
2406.1,225.53,97.155,-61.796,-32.719
2416.0,227.53,98.155,-60.796,-29.719
2425.9,229.53,97.155,-59.796,-28.719
2435.8,228.53,97.155,-54.796,-27.719
2445.7,227.53,97.155,-52.796,-24.719
2455.6,227.53,96.155,-50.796,-23.719
2465.5,225.53,96.155,-47.796,-21.719
2475.3,222.53,94.155,-46.796,-21.719
2485.2,220.53,93.155,-45.796,-22.719
2495.1,216.53,92.155,-45.796,-20.719
2505.0,212.53,92.155,-44.796,-22.719
2514.9,209.53,89.155,-45.796,-22.719
2524.8,209.53,89.155,-45.796,-21.719
2534.7,201.53,87.155,-46.796,-24.719
2544.5,201.53,87.155,-49.796,-24.719
2554.4,194.53,85.155,-51.796,-25.719
2564.3,194.53,85.155,-54.796,-28.719
2574.2,184.53,81.155,-56.796,-27.719
2584.1,184.53,81.155,-59.796,-29.719
2594.0,176.53,78.155,-61.796,-29.719
2603.9,176.53,78.155,-63.796,-31.719
2613.7,170.53,77.155,-65.796,-31.719
2623.6,170.53,77.155,-67.796,-32.719
2633.5,163.53,74.155,-71.796,-34.719
2643.4,163.53,74.155,-72.796,-35.719
2653.3,161.53,76.155,-73.796,-35.719
2663.2,161.53,76.155,-74.796,-37.719
2673.1,162.53,77.155,-78.796,-37.719
2682.9,162.53,77.155,-78.796,-38.719
2692.8,166.53,79.155,-81.796,-37.719
2702.7,174.53,82.155,-78.796,-36.719
2712.6,185.53,85.155,-74.796,-33.719
2722.5,196.53,86.155,-66.796,-29.719
2732.4,204.53,88.155,-58.796,-26.719
2742.3,213.53,89.155,-50.796,-23.719
2752.1,223.53,92.155,-39.796,-19.719
2762.0,232.53,92.155,-28.796,-15.719
2771.9,240.53,93.155,-17.796,-12.719
2781.8,246.53,95.155,-9.7963,-9.7187
2791.7,249.53,96.155,-4.7963,-8.7187
2801.6,251.53,95.155,0.20366,-6.7187
2811.5,249.53,94.155,3.2037,-6.7187
2821.3,247.53,92.155,0.20366,-6.7187
2831.2,243.53,92.155,0.20366,-9.7187
2841.1,242.53,92.155,-1.7963,-10.719
2851.0,239.53,91.155,-6.7963,-14.719
2860.9,236.53,89.155,-11.796,-16.719
2870.8,237.53,90.155,-17.796,-20.719
2880.7,236.53,90.155,-22.796,-20.719
2890.5,237.53,90.155,-28.796,-22.719
2900.4,238.53,91.155,-33.796,-24.719
2910.3,240.53,91.155,-34.796,-24.719
2920.2,240.53,91.155,-36.796,-25.719
2930.1,241.53,90.155,-36.796,-24.719
2940.0,243.53,91.155,-36.796,-21.719
2949.9,243.53,90.155,-33.796,-21.719
2959.7,241.53,90.155,-34.796,-20.719
2969.6,240.53,88.155,-31.796,-21.719
2979.5,237.53,87.155,-33.796,-21.719
2989.4,236.53,86.155,-34.796,-21.719
2999.3,232.53,84.155,-31.796,-21.719
3009.2,227.53,83.155,-33.796,-22.719
3019.1,224.53,81.155,-31.796,-22.719
3028.9,221.53,80.155,-32.796,-23.719
3038.8,217.53,79.155,-32.796,-24.719
3048.7,211.53,77.155,-35.796,-25.719
3058.6,208.53,76.155,-35.796,-25.719
3068.5,205.53,75.155,-36.796,-24.719
3078.4,201.53,73.155,-36.796,-24.719
3088.3,198.53,73.155,-37.796,-26.719
3098.1,193.53,70.155,-37.796,-26.719
3108.0,191.53,70.155,-39.796,-25.719
3117.9,186.53,68.155,-39.796,-25.719
3127.8,182.53,67.155,-41.796,-24.719
3137.7,181.53,65.155,-41.796,-24.719
3147.6,177.53,64.155,-45.796,-24.719
3157.5,174.53,63.155,-45.796,-24.719
3167.3,170.53,63.155,-46.796,-27.719
3177.2,169.53,63.155,-46.796,-27.719
3187.1,174.53,66.155,-50.796,-28.719
3197.0,170.53,65.155,-50.796,-28.719
3206.9,174.53,67.155,-58.796,-33.719
3216.8,178.53,69.155,-58.796,-33.719
3226.7,186.53,71.155,-60.796,-32.719
3236.5,197.53,74.155,-60.796,-32.719
3246.4,207.53,75.155,-49.796,-27.719
3256.3,216.53,77.155,-49.796,-27.719
3266.2,226.53,79.155,-41.796,-23.719
3276.1,235.53,81.155,-32.796,-20.719
3286.0,243.53,83.155,-21.796,-17.719
3295.9,251.53,85.155,-9.7963,-14.719
3305.7,255.53,85.155,-0.79634,-10.719
3315.6,255.53,86.155,5.2037,-9.7187
3325.5,256.53,85.155,10.204,-8.7187
3335.4,257.53,86.155,12.204,-8.7187
3345.3,254.53,85.155,12.204,-8.7187
3355.2,251.53,85.155,12.204,-10.719
3365.1,248.53,84.155,9.2037,-10.719
3374.9,248.53,84.155,7.2037,-11.719
3384.8,242.53,83.155,3.2037,-15.719
3394.7,242.53,83.155,-2.7963,-17.719
3404.6,245.53,84.155,-8.7963,-19.719
3414.5,245.53,84.155,-13.796,-21.719
3424.4,245.53,85.155,-19.796,-23.719
3434.3,245.53,85.155,-22.796,-24.719
3444.1,247.53,85.155,-24.796,-25.719
3454.0,247.53,85.155,-27.796,-26.719
3463.9,247.53,84.155,-29.796,-24.719
3473.8,247.53,84.155,-27.796,-23.719
3483.7,246.53,83.155,-26.796,-24.719
3493.6,246.53,83.155,-25.796,-23.719
3503.5,242.53,81.155,-25.796,-23.719
3513.3,242.53,81.155,-23.796,-22.719
3523.2,239.53,80.155,-20.796,-23.719
3533.1,239.53,80.155,-20.796,-23.719
3543.0,235.53,80.155,-22.796,-23.719
3552.9,232.53,78.155,-24.796,-24.719
3562.8,228.53,78.155,-26.796,-25.719
3572.7,225.53,78.155,-25.796,-26.719
3582.5,222.53,76.155,-27.796,-26.719
3592.4,217.53,75.155,-28.796,-27.719
3602.3,214.53,75.155,-31.796,-27.719
3612.2,211.53,74.155,-32.796,-28.719
3622.1,209.53,73.155,-33.796,-27.719
3632.0,206.53,72.155,-33.796,-28.719
3641.9,202.53,72.155,-36.796,-29.719
3651.7,201.53,70.155,-39.796,-28.719
3661.6,197.53,70.155,-42.796,-29.719
3671.5,195.53,68.155,-42.796,-30.719
3681.4,192.53,69.155,-45.796,-31.719
3691.3,189.53,68.155,-47.796,-34.719
3701.2,186.53,67.155,-49.796,-33.719
3711.1,185.53,67.155,-52.796,-34.719
3720.9,185.53,68.155,-53.796,-34.719
3730.8,187.53,70.155,-53.796,-37.719
3740.7,186.53,71.155,-57.796,-36.719
3750.6,188.53,73.155,-60.796,-39.719
3760.5,195.53,76.155,-62.796,-37.719
3770.4,206.53,80.155,-61.796,-37.719
3780.3,219.53,82.155,-54.796,-33.719
3790.1,230.53,85.155,-46.796,-31.719
3800.0,239.53,87.155,-34.796,-26.719
3809.9,249.53,89.155,-22.796,-22.719
3819.8,255.53,90.155,-16.796,-19.719
3829.7,262.53,92.155,-3.7963,-16.719
3839.6,268.53,93.155,4.2037,-14.719
3849.5,270.53,93.155,8.2037,-13.719
3859.3,272.53,94.155,14.204,-12.719
3869.2,269.53,92.155,14.204,-13.719
3879.1,267.53,91.155,12.204,-13.719
3889.0,264.53,91.155,11.204,-16.719
3898.9,261.53,90.155,7.2037,-18.719
3908.8,260.53,90.155,5.2037,-19.719
3918.7,258.53,89.155,-0.79634,-22.719
3928.5,256.53,89.155,-4.7963,-25.719
3938.4,253.53,89.155,-12.796,-28.719
3948.3,255.53,89.155,-16.796,-30.719
3958.2,255.53,90.155,-22.796,-31.719
3968.1,254.53,90.155,-26.796,-32.719
3978.0,255.53,89.155,-28.796,-32.719
3987.9,256.53,89.155,-30.796,-33.719
3997.7,257.53,89.155,-26.796,-31.719
4007.6,257.53,90.155,-27.796,-29.719
4017.5,257.53,88.155,-25.796,-30.719
4027.4,255.53,88.155,-25.796,-28.719
4037.3,254.53,87.155,-26.796,-28.719
4047.2,248.53,85.155,-24.796,-29.719
4057.1,245.53,84.155,-24.796,-28.719
4066.9,242.53,82.155,-24.796,-29.719
4076.8,238.53,82.155,-25.796,-31.719
4086.7,235.53,80.155,-27.796,-31.719
4096.6,229.53,78.155,-30.796,-33.719
4106.5,226.53,77.155,-32.796,-34.719
4116.4,220.53,75.155,-34.796,-36.719
4126.3,216.53,75.155,-34.796,-36.719
4136.1,212.53,73.155,-40.796,-37.719
4146.0,207.53,72.155,-40.796,-37.719
4155.9,203.53,70.155,-45.796,-40.719
4165.8,200.53,68.155,-45.796,-40.719
4175.7,196.53,68.155,-51.796,-41.719
4185.6,192.53,66.155,-51.796,-41.719
4195.5,188.53,64.155,-56.796,-43.719
4205.3,188.53,64.155,-56.796,-43.719
4215.2,181.53,61.155,-57.796,-43.719
4225.1,181.53,61.155,-57.796,-43.719
4235.0,173.53,60.155,-60.796,-44.719
4244.9,173.53,60.155,-60.796,-44.719
4254.8,169.53,59.155,-61.796,-44.719
4264.7,169.53,59.155,-61.796,-44.719
4274.5,168.53,61.155,-64.796,-44.719
4284.4,168.53,61.155,-64.796,-44.719
4294.3,172.53,65.155,-71.796,-46.719
4304.2,172.53,65.155,-71.796,-46.719
4314.1,191.53,70.155,-71.796,-47.719
4324.0,191.53,70.155,-71.796,-47.719
4333.9,209.53,74.155,-67.796,-44.719
4343.7,209.53,74.155,-59.796,-42.719
4353.6,228.53,78.155,-47.796,-39.719
4363.5,228.53,78.155,-36.796,-36.719
4373.4,235.53,80.155,-29.796,-33.719
4383.3,242.53,81.155,-18.796,-29.719
4393.2,246.53,84.155,-11.796,-27.719
4403.1,247.53,84.155,-3.7963,-25.719
4412.9,246.53,83.155,-1.7963,-24.719
4422.8,246.53,83.155,0.20366,-24.719
4432.7,245.53,83.155,-0.79634,-25.719
4442.6,242.53,82.155,-4.7963,-28.719
4452.5,238.53,82.155,-9.7963,-30.719
4462.4,237.53,82.155,-14.796,-33.719
4472.3,235.53,82.155,-22.796,-37.719
4482.1,234.53,82.155,-31.796,-39.719
4492.0,233.53,83.155,-35.796,-43.719
4501.9,237.53,85.155,-41.796,-44.719
4511.8,236.53,85.155,-46.796,-46.719
4521.7,238.53,87.155,-49.796,-46.719
4531.6,240.53,86.155,-52.796,-48.719
4541.5,240.53,86.155,-52.796,-47.719
4551.3,239.53,86.155,-50.796,-47.719
4561.2,240.53,85.155,-48.796,-44.719
4571.1,239.53,84.155,-48.796,-45.719
4581.0,238.53,85.155,-47.796,-46.719
4590.9,234.53,82.155,-46.796,-44.719
4600.8,231.53,81.155,-47.796,-44.719
4610.7,224.53,79.155,-45.796,-45.719
4620.5,222.53,78.155,-45.796,-45.719
4630.4,218.53,77.155,-48.796,-46.719
4640.3,215.53,77.155,-49.796,-49.719
4650.2,212.53,75.155,-54.796,-48.719
4660.1,207.53,75.155,-54.796,-50.719
4670.0,202.53,73.155,-57.796,-50.719
4679.9,198.53,73.155,-58.796,-51.719
4689.7,193.53,70.155,-61.796,-52.719
4699.6,191.53,70.155,-62.796,-52.719
4709.5,187.53,68.155,-66.796,-53.719
4719.4,184.53,68.155,-68.796,-55.719
4729.3,181.53,67.155,-71.796,-56.719
4739.2,180.53,66.155,-74.796,-57.719
4749.0,176.53,66.155,-76.796,-58.719
4758.9,173.53,65.155,-78.796,-58.719
4768.8,169.53,63.155,-81.796,-58.719
4778.7,167.53,62.155,-81.796,-58.719
4788.6,164.53,61.155,-83.796,-58.719
4798.5,163.53,61.155,-84.796,-59.719
4808.4,161.53,61.155,-84.796,-59.719
4818.3,159.53,60.155,-87.796,-60.719
4828.1,158.53,62.155,-86.796,-60.719
4838.0,159.53,63.155,-89.796,-61.719
4847.9,160.53,65.155,-91.796,-62.719
4857.8,164.53,67.155,-95.796,-65.719
4867.7,176.53,72.155,-98.796,-65.719
4877.6,186.53,74.155,-96.796,-63.719
4887.4,196.53,76.155,-89.796,-60.719
4897.3,207.53,79.155,-80.796,-57.719
4907.2,216.53,81.155,-69.796,-54.719
4917.1,224.53,81.155,-59.796,-49.719
4927.0,232.53,83.155,-47.796,-46.719
4936.9,236.53,84.155,-39.796,-41.719
4946.8,239.53,85.155,-30.796,-39.719
4956.6,239.53,84.155,-24.796,-38.719
4966.5,239.53,84.155,-22.796,-38.719
4976.4,235.53,83.155,-21.796,-37.719
4986.3,233.53,81.155,-23.796,-39.719
4996.2,229.53,81.155,-26.796,-41.719
5006.1,227.53,79.155,-32.796,-44.719
5016.0,224.53,80.155,-40.796,-50.719
5025.8,223.53,80.155,-48.796,-53.719
5035.7,223.53,80.155,-55.796,-56.719
5045.6,222.53,81.155,-61.796,-58.719
5055.5,222.53,81.155,-64.796,-58.719
5065.4,224.53,81.155,-67.796,-59.719
5075.3,224.53,81.155,-68.796,-58.719
5085.2,228.53,80.155,-69.796,-59.719
5095.0,228.53,80.155,-69.796,-57.719
5104.9,228.53,81.155,-66.796,-56.719
5114.8,228.53,81.155,-64.796,-54.719
5124.7,228.53,80.155,-60.796,-54.719
5134.6,228.53,80.155,-60.796,-54.719
5144.5,224.53,78.155,-58.796,-52.719
5154.4,224.53,78.155,-58.796,-52.719
5164.2,218.53,76.155,-60.796,-53.719
5174.1,218.53,76.155,-60.796,-53.719
5184.0,210.53,72.155,-59.796,-54.719
5193.9,210.53,72.155,-59.796,-54.719
5203.8,199.53,70.155,-61.796,-55.719
5213.7,199.53,70.155,-61.796,-55.719
5223.6,195.53,68.155,-65.796,-57.719
5233.4,192.53,67.155,-65.796,-57.719
5243.3,187.53,66.155,-68.796,-57.719
5253.2,184.53,64.155,-68.796,-57.719
5263.1,179.53,64.155,-74.796,-60.719
5273.0,175.53,62.155,-74.796,-60.719
5282.9,171.53,61.155,-77.796,-61.719
5292.8,168.53,59.155,-77.796,-61.719
5302.6,163.53,57.155,-83.796,-62.719
5312.5,159.53,55.155,-83.796,-62.719
5322.4,154.53,53.155,-82.796,-62.719
5332.3,149.53,51.155,-82.796,-62.719
5342.2,142.53,48.155,-82.796,-61.719
5352.1,136.53,46.155,-84.796,-61.719
5362.0,131.53,44.155,-86.796,-62.719
5371.8,128.53,43.155,-86.796,-64.719
5381.7,123.53,41.155,-87.796,-61.719
5391.6,122.53,42.155,-88.796,-62.719
5401.5,117.53,40.155,-88.796,-61.719
5411.4,117.53,42.155,-92.796,-64.719
5421.3,119.53,41.155,-95.796,-66.719
5431.2,126.53,45.155,-95.796,-66.719
5441.0,133.53,46.155,-94.796,-64.719
5450.9,141.53,47.155,-88.796,-61.719
5460.8,146.53,48.155,-79.796,-56.719
5470.7,153.53,48.155,-70.796,-52.719
5480.6,159.53,48.155,-58.796,-47.719
5490.5,162.53,48.155,-45.796,-44.719
5500.4,164.53,47.155,-36.796,-40.719
5510.2,165.53,45.155,-28.796,-38.719
5520.1,162.53,44.155,-23.796,-37.719
5530.0,158.53,42.155,-19.796,-38.719
5539.9,154.53,39.155,-21.796,-38.719
5549.8,150.53,38.155,-21.796,-40.719
5559.7,144.53,36.155,-25.796,-42.719
5569.6,139.53,34.155,-29.796,-43.719
5579.4,133.53,32.155,-34.796,-46.719
5589.3,128.53,31.155,-40.796,-49.719
5599.2,123.53,31.155,-45.796,-52.719
5609.1,120.53,29.155,-49.796,-52.719
5619.0,119.53,28.155,-55.796,-55.719
5628.9,120.53,28.155,-59.796,-56.719
5638.8,117.53,27.155,-62.796,-55.719
5648.6,117.53,25.155,-62.796,-56.719
5658.5,116.53,24.155,-63.796,-56.719
5668.4,113.53,22.155,-62.796,-54.719
5678.3,111.53,22.155,-62.796,-53.719
5688.2,111.53,20.155,-60.796,-52.719
5698.1,106.53,18.155,-57.796,-51.719
5708.0,103.53,16.155,-54.796,-49.719
5717.8,97.525,15.155,-54.796,-48.719
5727.7,93.525,12.155,-51.796,-48.719
5737.6,87.525,10.155,-51.796,-48.719
5747.5,85.525,9.1548,-51.796,-49.719
5757.4,78.525,7.1548,-52.796,-50.719
5767.3,74.525,4.1548,-52.796,-49.719
5777.2,68.525,3.1548,-54.796,-50.719
5787.0,65.525,1.1548,-54.796,-53.719
5796.9,60.525,0.15482,-57.796,-51.719
5806.8,55.525,-0.84518,-58.796,-54.719
5816.7,49.525,-2.8452,-60.796,-53.719
5826.6,44.525,-4.8452,-61.796,-53.719
5836.5,40.525,-6.8452,-63.796,-53.719
5846.4,36.525,-7.8452,-63.796,-54.719
5856.2,32.525,-8.8452,-63.796,-52.719
5866.1,28.525,-8.8452,-66.796,-53.719
5876.0,24.525,-10.845,-67.796,-53.719
5885.9,24.525,-10.845,-66.796,-52.719
5895.8,14.525,-14.845,-66.796,-53.719
5905.7,14.525,-14.845,-68.796,-53.719
5915.6,6.5254,-17.845,-70.796,-53.719
5925.4,6.5254,-17.845,-70.796,-52.719
5935.3,7.5254,-14.845,-71.796,-52.719
5945.2,7.5254,-14.845,-70.796,-53.719
5955.1,2.5254,-13.845,-75.796,-55.719
5965.0,2.5254,-13.845,-80.796,-57.719
5974.9,12.525,-9.8452,-83.796,-59.719
5984.8,12.525,-9.8452,-84.796,-58.719
5994.6,31.525,-5.8452,-79.796,-57.719
