t,lead_I,lead_II,v3,v4
757.0,-25846,15929,-52819,-50515
759.0,-25739,16164,-52757,-50467
761.0,-25785,16151,-52806,-50509
763.0,-26069,15935,-52870,-50560
765.0,-26213,15788,-52960,-50636
767.0,-26071,15834,-53033,-50682
769.0,-25905,15950,-52999,-50615
771.0,-25862,15998,-52944,-50537
773.0,-25846,16029,-52938,-50523
775.0,-25826,16163,-52860,-50456
777.0,-25787,16355,-52717,-50340
779.0,-25611,16430,-52719,-50365
781.0,-25332,16349,-52883,-50529
783.0,-25217,16243,-52995,-50616
785.0,-25351,16214,-52967,-50546
787.0,-25479,16295,-52891,-50435
789.0,-25405,16481,-52839,-50369
791.0,-25269,16565,-52833,-50377
793.0,-25266,16311,-52887,-50474
795.0,-25395,15949,-52952,-50588
797.0,-25587,15939,-52943,-50586
799.0,-25735,16248,-52875,-50479
801.0,-25646,16494,-52858,-50428
803.0,-25373,16527,-52932,-50493
805.0,-25344,16385,-53006,-50556
807.0,-25659,16207,-53002,-50536
809.0,-25848,16282,-52941,-50475
811.0,-25759,16576,-52890,-50441
813.0,-25788,16580,-52909,-50481
815.0,-26008,16177,-53009,-50594
817.0,-26105,15827,-53128,-50701
819.0,-26133,15685,-53214,-50770
821.0,-26291,15552,-53281,-50857
823.0,-26329,15521,-53321,-50929
825.0,-26044,15695,-53306,-50907
827.0,-25774,15788,-53295,-50876
829.0,-25853,15667,-53325,-50924
831.0,-26130,15546,-53290,-50918
833.0,-26311,15483,-53179,-50802
835.0,-26301,15431,-53161,-50767
837.0,-26196,15510,-53233,-50858
839.0,-26174,15691,-53214,-50887
841.0,-26305,15758,-53139,-50834
843.0,-26380,15839,-53150,-50807
845.0,-26165,16192,-53150,-50732
847.0,-25817,16567,-53029,-50564
849.0,-25698,16617,-52922,-50469
851.0,-25787,16590,-52895,-50483
853.0,-25794,16827,-52820,-50453
855.0,-25771,17082,-52677,-50354
857.0,-25870,17059,-52557,-50263
859.0,-25770,16967,-52520,-50228
861.0,-25236,17013,-52642,-50353
863.0,-24749,17084,-52852,-50604
865.0,-24692,17179,-52844,-50651
867.0,-24763,17433,-52545,-50359
869.0,-24832,17671,-52279,-50058
871.0,-25203,17664,-52199,-49970
873.0,-25694,17616,-52145,-49947
875.0,-25746,17814,-52096,-49907
877.0,-25437,18071,-52155,-49923
879.0,-25308,18015,-52262,-49950
881.0,-25455,17698,-52349,-49932
883.0,-25529,17532,-52440,-49930
885.0,-25317,17679,-52497,-49981
887.0,-24981,17814,-52517,-50062
889.0,-24903,17633,-52602,-50166
891.0,-25222,17295,-52718,-50241
893.0,-25616,17096,-52745,-50253
895.0,-25729,17071,-52729,-50264
897.0,-25549,17168,-52733,-50290
899.0,-25292,17316,-52737,-50306
901.0,-25291,17237,-52806,-50383
903.0,-25752,16792,-52958,-50512
905.0,-26297,16358,-53023,-50527
907.0,-26321,16267,-52990,-50476
909.0,-25933,16299,-53067,-50596
911.0,-25766,16214,-53245,-50838
913.0,-25987,16121,-53365,-50989
915.0,-26229,16019,-53494,-51105
917.0,-26223,15758,-53709,-51309
919.0,-26024,15510,-53859,-51470
921.0,-25869,15486,-53867,-51480
923.0,-25938,15439,-53875,-51465
925.0,-26116,15165,-53957,-51534
927.0,-26163,14996,-54054,-51615
929.0,-26099,15172,-54091,-51610
931.0,-26093,15372,-54036,-51527
933.0,-26161,15321,-53958,-51465
935.0,-26235,15172,-53973,-51504
937.0,-26256,15081,-54072,-51628
939.0,-26130,15050,-54156,-51759
941.0,-25845,15181,-54164,-51799
943.0,-25510,15513,-54059,-51684
945.0,-25236,15768,-53902,-51535
947.0,-25151,15693,-53890,-51568
949.0,-25363,15399,-54067,-51762
951.0,-25693,15157,-54209,-51878
953.0,-25819,15108,-54183,-51841
955.0,-25810,15174,-54099,-51783
957.0,-25968,15168,-54047,-51764
959.0,-26164,15073,-54032,-51753
961.0,-26059,15049,-54074,-51741
963.0,-25862,15043,-54150,-51734
965.0,-26015,14860,-54206,-51759
967.0,-26352,14683,-54242,-51820
969.0,-26429,14846,-54250,-51845
971.0,-26260,15179,-54198,-51803
973.0,-26056,15281,-54148,-51801
975.0,-25874,15135,-54189,-51895
977.0,-25974,14896,-54283,-52009
979.0,-26507,14621,-54339,-52082
981.0,-26815,14494,-54344,-52103
983.0,-26343,14624,-54352,-52089
985.0,-25893,14670,-54418,-52133
987.0,-26369,14403,-54492,-52255
989.0,-27016,14257,-54415,-52245
991.0,-26630,14608,-54162,-51947
993.0,-25598,15132,-53864,-51435
995.0,-25052,15469,-53412,-50645
997.0,-25058,15774,-52414,-49310
999.0,-24967,16186,-50829,-47490
1001.0,-24529,16614,-49268,-45686
1003.0,-23869,17210,-48352,-44212
1005.0,-23295,18159,-48108,-42964
1007.0,-23263,19067,-48354,-41989
1009.0,-23748,19466,-49308,-41739
1011.0,-24104,19628,-51187,-42459
1013.0,-24062,20045,-53585,-43812
1015.0,-24015,20572,-55985,-45462
1017.0,-24245,20829,-58458,-47501
1019.0,-24836,20835,-61079,-49989
1021.0,-26008,20687,-63394,-52701
1023.0,-27589,20166,-65209,-55601
1025.0,-28800,19102,-66933,-58734
1027.0,-29240,17700,-68553,-61546
1029.0,-29322,16346,-69427,-63222
1031.0,-29397,15334,-69374,-63677
1033.0,-29301,14713,-68817,-63425
1035.0,-28956,14297,-67947,-62796
1037.0,-28679,13988,-66714,-61891
1039.0,-28626,13999,-65263,-60823
1041.0,-28471,14415,-63742,-59628
1043.0,-28018,14819,-62216,-58362
1045.0,-27668,14838,-60876,-57245
1047.0,-27715,14716,-59809,-56355
1049.0,-27727,14844,-58819,-55543
1051.0,-27376,15129,-57832,-54789
1053.0,-27114,15270,-56990,-54194
1055.0,-27171,15278,-56314,-53708
1057.0,-26954,15362,-55739,-53278
1059.0,-26287,15523,-55292,-52950
1061.0,-25980,15511,-54956,-52686
1063.0,-26368,15227,-54674,-52433
1065.0,-26671,14970,-54477,-52261
1067.0,-26428,14986,-54342,-52152
1069.0,-26194,15027,-54181,-52005
1071.0,-26356,14846,-54037,-51878
1073.0,-26504,14711,-53954,-51835
1075.0,-26292,14891,-53827,-51775
1077.0,-25931,15175,-53684,-51703
1079.0,-25688,15340,-53680,-51742
1081.0,-25629,15425,-53743,-51810
1083.0,-25756,15422,-53707,-51762
1085.0,-25897,15352,-53619,-51662
1087.0,-25768,15462,-53526,-51556
1089.0,-25474,15767,-53348,-51385
1091.0,-25456,15902,-53167,-51245
1093.0,-25783,15750,-53139,-51269
1095.0,-26093,15535,-53177,-51351
1097.0,-26221,15286,-53160,-51361
1099.0,-26261,14999,-53134,-51345
1101.0,-26213,14986,-53105,-51300
1102.98,-26096,15322,-53014,-51173
1104.95,-26041,15510,-52956,-51070
1106.93,-25984,15305,-53019,-51099
1108.9,-25809,15099,-53098,-51180
1110.9,-25695,15154,-53086,-51202
1112.9,-25761,15295,-52980,-51144
1114.9,-25795,15429,-52800,-51019
1116.9,-25739,15585,-52630,-50905
1118.9,-25735,15633,-52591,-50904
1120.9,-25657,15536,-52646,-50977
1122.9,-25439,15477,-52668,-51005
1124.9,-25460,15456,-52647,-50978
1126.9,-25785,15337,-52620,-50944
1128.9,-25835,15283,-52557,-50896
1130.9,-25512,15478,-52426,-50800
1132.9,-25539,15691,-52225,-50641
1134.9,-26150,15687,-51987,-50442
1136.9,-26557,15634,-51844,-50314
1138.9,-26182,15650,-51938,-50401
1140.9,-25502,15552,-52206,-50676
1142.9,-25273,15371,-52376,-50879
1144.9,-25489,15439,-52234,-50765
1146.9,-25580,15791,-51860,-50403
1148.9,-25344,16048,-51540,-50106
1150.9,-25157,15989,-51420,-50019
1152.9,-25294,15796,-51342,-49978
1154.9,-25528,15756,-51141,-49838
1156.9,-25561,15923,-50917,-49696
1158.9,-25437,16102,-50842,-49670
1160.9,-25332,16130,-50869,-49701
1162.9,-25265,16113,-50813,-49652
1164.9,-25255,16179,-50617,-49499
1166.9,-25421,16200,-50414,-49356
1168.9,-25674,16086,-50290,-49281
1170.9,-25689,16068,-50129,-49169
1172.9,-25414,16273,-49854,-48956
1174.9,-25126,16443,-49652,-48811
1176.9,-24926,16408,-49651,-48848
1178.9,-24744,16354,-49657,-48888
1180.9,-24702,16410,-49505,-48762
1182.9,-24868,16506,-49314,-48564
1184.9,-24990,16684,-49162,-48387
1186.9,-24924,17029,-48968,-48195
1188.9,-24836,17312,-48777,-48043
1190.9,-24803,17233,-48709,-48029
1192.9,-24779,16925,-48720,-48090
1194.9,-24834,16781,-48751,-48137
1196.9,-24978,16879,-48835,-48182
1198.9,-25049,16976,-48894,-48179
1200.9,-24964,17010,-48800,-48042
1202.9,-24762,17132,-48675,-47887
1204.9,-24594,17231,-48738,-47924
1206.9,-24783,16998,-48942,-48109
1208.9,-25314,16622,-49045,-48185
1210.9,-25471,16716,-48976,-48072
1212.9,-24880,17293,-48908,-47962
1214.9,-24341,17624,-48987,-48005
1216.9,-24526,17431,-49138,-48109
1218.9,-24827,17301,-49220,-48134
1220.9,-24573,17597,-49230,-48071
1222.9,-24171,17884,-49240,-47969
1224.9,-24126,17797,-49289,-47907
1226.9,-24243,17614,-49393,-47955
1228.9,-24374,17616,-49512,-48031
1230.9,-24658,17609,-49593,-48021
1232.9,-24883,17404,-49745,-48081
1234.9,-24752,17200,-50076,-48366
1236.9,-24565,17169,-50399,-48620
1238.9,-24736,17141,-50512,-48620
1240.9,-25112,16982,-50557,-48610
1242.9,-25362,16868,-50678,-48758
1244.9,-25427,16927,-50781,-48855
1246.9,-25343,17003,-50869,-48871
1248.9,-25248,16955,-51043,-49000
1250.9,-25364,16842,-51204,-49163
1252.9,-25525,16746,-51319,-49243
1254.9,-25352,16666,-51578,-49426
1256.9,-25109,16570,-51891,-49705
1258.9,-25377,16450,-51936,-49760
1260.9,-25828,16411,-51827,-49635
1262.9,-25633,16581,-51919,-49688
1264.9,-24942,16819,-52140,-49909
1266.9,-24645,16836,-52250,-50044
1268.9,-24913,16688,-52298,-50085
1270.9,-25184,16631,-52352,-50114
1272.9,-25266,16559,-52375,-50122
1274.9,-25383,16244,-52453,-50175
1276.9,-25497,15952,-52625,-50304
1278.9,-25432,16042,-52714,-50378
1280.9,-25362,16261,-52694,-50394
1282.9,-25525,16196,-52754,-50499
1284.9,-25734,16008,-52888,-50656
1286.9,-25671,16016,-52948,-50722
1288.9,-25413,16066,-52981,-50754
1290.9,-25281,15936,-53076,-50837
1292.9,-25367,15861,-53118,-50853
1294.9,-25516,16087,-52987,-50698
1296.9,-25624,16403,-52799,-50504
1298.9,-25713,16507,-52753,-50451
1300.9,-25842,16404,-52866,-50532
1302.9,-26019,16186,-52963,-50607
1304.9,-26141,15937,-52940,-50606
1306.9,-26078,15868,-52899,-50588
1308.9,-25870,16069,-52940,-50616
1310.9,-25705,16289,-53020,-50686
1312.9,-25706,16320,-53071,-50744
1314.9,-25843,16231,-53061,-50719
1316.9,-25963,16098,-52980,-50614
1318.9,-25890,15933,-52926,-50563
1320.9,-25712,15827,-53002,-50629
1322.9,-25760,15773,-53085,-50680
1324.9,-26048,15703,-53013,-50621
1326.9,-26121,15774,-52877,-50549
1328.9,-25775,16064,-52849,-50550
1330.9,-25428,16208,-52934,-50612
1332.9,-25453,16010,-53054,-50714
1334.9,-25670,15860,-53120,-50772
1336.9,-25712,15966,-53075,-50715
1338.9,-25531,15975,-53047,-50702
1340.9,-25373,15787,-53165,-50872
1342.9,-25410,15788,-53267,-51016
1344.9,-25495,16054,-53195,-50937
1346.9,-25400,16254,-53099,-50793
1348.9,-25205,16363,-53055,-50712
1350.9,-25156,16568,-52934,-50610
1352.9,-25241,16696,-52841,-50557
1354.9,-25299,16519,-52996,-50698
1356.9,-25408,16243,-53233,-50882
1358.9,-25753,16063,-53299,-50922
1360.9,-26270,15834,-53264,-50891
1362.9,-26680,15629,-53204,-50835
1364.9,-26725,15751,-53082,-50738
1366.9,-26354,16019,-53075,-50790
1368.9,-25814,16001,-53329,-51091
1370.9,-25457,15835,-53559,-51326
1372.9,-25379,15869,-53482,-51236
1374.9,-25433,15992,-53274,-51004
1376.9,-25554,16073,-53153,-50837
1378.9,-25752,16271,-53044,-50690
1380.9,-25903,16481,-52903,-50566
1382.9,-25874,16440,-52871,-50593
1384.9,-25716,16367,-52976,-50744
1386.9,-25531,16566,-53052,-50837
1388.9,-25398,16799,-53012,-50807
1390.9,-25458,16794,-52910,-50722
1392.9,-25711,16733,-52776,-50616
1394.9,-25820,16815,-52636,-50501
1396.9,-25598,16982,-52563,-50433
1398.9,-25374,17194,-52510,-50379
1400.9,-25406,17440,-52331,-50231
1402.9,-25489,17603,-52115,-50046
1404.9,-25524,17637,-52089,-49985
1406.9,-25687,17632,-52192,-50010
1408.9,-25844,17633,-52221,-49995
1410.9,-25686,17642,-52237,-49983
1412.9,-25332,17704,-52357,-50044
1414.9,-25062,17786,-52488,-50132
1416.9,-24893,17733,-52568,-50235
1418.9,-24832,17546,-52642,-50336
1420.9,-24860,17493,-52656,-50328
1422.9,-24720,17691,-52604,-50251
1424.9,-24455,17846,-52617,-50275
1426.9,-24612,17717,-52689,-50354
1428.9,-25240,17486,-52717,-50366
1430.9,-25617,17371,-52777,-50411
1432.9,-25464,17260,-52908,-50547
1434.9,-25366,16984,-52970,-50624
1436.9,-25686,16595,-52970,-50641
1438.9,-26003,16268,-53057,-50746
1440.9,-25862,16132,-53204,-50921
1442.9,-25502,16079,-53373,-51113
1444.9,-25548,15795,-53639,-51366
