t,lead_I,lead_II,v3,v4
185.3,-5019,4250,68391,60678
187.3,-4341,4352,68272,60579
189.3,-4045,4434,68208,60544
191.3,-4125,4375,68248,60601
193.3,-4216,4306,68246,60572
195.3,-4426,4200,68204,60487
197.3,-4917,3890,68249,60520
199.3,-5336,3498,68244,60524
201.3,-5409,3308,68048,60320
203.3,-5344,3283,67861,60127
205.3,-5267,3217,67790,60102
207.3,-5002,3133,67650,60053
209.3,-4622,3133,67432,59916
211.3,-4532,3124,67320,59833
213.3,-4857,2994,67304,59778
215.3,-5298,2775,67265,59641
217.3,-5629,2531,67159,59442
219.3,-5824,2334,66983,59253
221.3,-5796,2263,66858,59178
223.3,-5496,2295,66916,59277
225.3,-5098,2357,66994,59370
227.3,-4792,2451,66885,59284
229.3,-4666,2501,66734,59161
231.3,-4821,2351,66720,59140
233.33,-5175,2145,66749,59118
235.35,-5385,2202,66759,59078
237.38,-5360,2420,66795,59097
239.4,-5374,2424,66774,59095
241.4,-5504,2221,66701,59034
243.4,-5567,2071,66749,59060
245.4,-5520,2006,66856,59140
247.4,-5334,1997,66802,59101
249.4,-4902,2137,66654,59000
251.4,-4501,2322,66595,58986
253.4,-4648,2321,66630,59050
255.4,-5291,2207,66748,59165
257.4,-5846,2142,66895,59274
259.4,-5999,2009,66847,59213
261.4,-5829,1802,66637,59034
263.4,-5461,1809,66618,59014
265.4,-5030,2026,66795,59114
267.4,-4702,2088,66846,59071
269.4,-4583,1955,66836,58989
271.4,-4688,1952,67062,59168
273.4,-4856,2186,67506,59661
275.4,-4769,2587,68133,60461
277.4,-4327,3223,69015,61581
279.4,-3735,4127,69814,62763
281.4,-3116,5226,69981,63723
283.4,-2494,6568,69533,64512
285.4,-2045,8130,68813,65190
287.4,-1843,9664,67878,65631
289.4,-1676,11165,66847,65991
291.4,-1448,12792,66102,66616
293.4,-1289,14045,65515,67205
295.4,-1279,14096,64375,66976
297.4,-1540,13058,62665,65895
299.4,-2206,11728,61293,64670
301.4,-3030,10258,60561,63363
303.4,-3686,8299,59757,61381
305.4,-4401,6057,58745,58964
307.4,-5470,4083,58296,57009
309.4,-6573,2499,58515,55491
311.4,-7365,1256,58728,53937
313.4,-7967,567,58988,52966
315.4,-8333,609,59883,53385
317.4,-8067,1213,61204,54609
319.4,-7259,1992,62304,55612
321.4,-6559,2503,63096,56285
323.4,-6249,2519,63730,56834
325.4,-6019,2276,64181,57175
327.4,-5692,2124,64539,57399
329.4,-5472,2059,64939,57718
331.4,-5432,1932,65325,58063
333.4,-5363,1820,65638,58287
335.4,-5255,1816,65851,58364
337.4,-5355,1814,65898,58300
339.4,-5649,1732,65894,58228
341.4,-5793,1668,66004,58281
343.43,-5611,1679,66087,58305
345.45,-5268,1674,65998,58162
347.48,-5033,1573,65907,58033
349.5,-5037,1435,65925,58052
351.5,-5147,1391,65969,58141
353.5,-5191,1444,66058,58267
355.5,-5326,1417,66180,58386
357.5,-5710,1239,66202,58393
359.5,-5943,1133,66197,58379
361.5,-5646,1278,66311,58468
363.5,-5178,1520,66401,58520
365.5,-4989,1695,66351,58451
367.5,-4929,1874,66322,58426
369.5,-4839,2061,66344,58486
371.5,-4928,2070,66320,58518
373.5,-5166,1884,66345,58547
375.5,-5245,1704,66481,58598
377.5,-5194,1625,66562,58578
379.5,-5256,1579,66530,58500
381.5,-5369,1534,66482,58460
383.5,-5314,1544,66440,58485
385.5,-5112,1654,66454,58623
387.5,-4981,1795,66558,58817
389.5,-5065,1824,66576,58817
391.5,-5262,1750,66483,58649
393.5,-5298,1756,66561,58680
395.5,-5105,1876,66809,58914
397.5,-4962,1970,66895,58986
399.5,-5050,2054,66812,58876
401.5,-5164,2222,66823,58859
403.5,-5069,2363,66947,58974
405.5,-4867,2375,67080,59099
407.5,-4794,2335,67185,59162
409.5,-4915,2185,67164,59105
411.5,-5108,1827,67051,59011
413.5,-5224,1573,67103,59087
415.5,-5213,1748,67334,59269
417.5,-5153,2025,67442,59293
419.5,-5139,1988,67354,59182
421.5,-5114,1914,67310,59171
423.5,-4922,2172,67401,59292
425.5,-4624,2456,67499,59400
427.5,-4515,2371,67558,59472
429.5,-4631,2139,67698,59623
431.5,-4676,2104,67926,59834
433.5,-4641,2174,68026,59893
435.5,-4814,2202,67955,59802
437.5,-5030,2313,68013,59857
439.5,-4877,2528,68280,60079
441.5,-4593,2613,68449,60152
443.5,-4650,2492,68474,60094
445.5,-4771,2377,68605,60186
447.5,-4474,2440,68806,60364
449.5,-4004,2669,68942,60495
451.6,-3830,2921,69149,60730
453.6,-3963,2977,69420,61023
455.6,-4248,2788,69529,61115
457.6,-4523,2641,69564,61111
459.6,-4476,2765,69716,61207
461.6,-4056,2994,69861,61263
463.6,-3688,3142,69964,61266
465.6,-3646,3305,70201,61440
467.6,-3759,3519,70478,61702
469.6,-3839,3629,70631,61853
471.6,-3845,3647,70788,62030
473.6,-3752,3761,70990,62298
475.6,-3655,3963,71071,62444
477.6,-3690,4098,71092,62459
479.6,-3770,4172,71230,62551
481.6,-3721,4297,71420,62735
483.6,-3587,4447,71556,62880
485.6,-3543,4521,71638,62933
487.6,-3615,4553,71672,62962
489.6,-3611,4683,71711,63090
491.6,-3350,4913,71777,63268
493.6,-3035,5079,71755,63279
495.6,-3123,5119,71683,63194
497.6,-3623,5154,71746,63288
499.6,-3972,5236,71813,63441
501.6,-3857,5298,71678,63389
503.6,-3581,5363,71529,63288
505.6,-3424,5483,71497,63306
507.6,-3304,5583,71349,63247
509.6,-3190,5592,71078,63069
511.6,-3266,5552,70935,62975
513.6,-3549,5491,70862,62932
515.6,-3770,5424,70684,62809
517.6,-3776,5400,70470,62646
519.6,-3764,5364,70243,62439
521.6,-3950,5187,69955,62177
523.6,-4168,4964,69746,62012
525.6,-4105,4910,69633,61925
527.6,-3859,4941,69410,61720
529.6,-3869,4759,69126,61493
531.6,-4235,4362,68981,61410
533.6,-4526,4062,68850,61261
535.6,-4395,3985,68572,60903
537.6,-4068,3963,68296,60582
539.6,-4035,3884,68141,60454
541.6,-4415,3812,68078,60438
543.6,-4840,3754,68130,60523
545.6,-4969,3637,68213,60634
547.6,-4843,3483,68100,60545
549.6,-4662,3413,67830,60281
551.6,-4534,3482,67656,60116
553.63,-4532,3596,67611,60111
555.65,-4672,3577,67570,60106
557.68,-4864,3356,67507,60012
559.7,-5039,3073,67426,59844
561.7,-5112,2937,67319,59666
563.7,-4939,3016,67279,59609
565.7,-4638,3211,67385,59739
567.7,-4563,3342,67507,59929
569.7,-4715,3292,67447,59974
571.7,-4790,3149,67273,59874
573.7,-4774,3138,67276,59844
575.7,-4730,3303,67464,59910
577.7,-4504,3428,67476,59820
579.7,-4270,3363,67291,59608
581.7,-4490,3203,67300,59641
583.7,-4960,3087,67460,59840
585.7,-5000,3084,67362,59783
587.7,-4653,3247,67168,59616
589.7,-4592,3457,67284,59741
591.7,-4960,3412,67467,59941
593.7,-5197,3157,67367,59874
595.7,-4936,3195,67239,59760
597.7,-4491,3617,67324,59822
599.7,-4352,3838,67442,59901
601.7,-4514,3628,67470,59895
603.7,-4639,3463,67429,59845
605.7,-4645,3531,67320,59768
607.7,-4645,3469,67264,59770
609.7,-4608,3243,67351,59896
611.7,-4503,3233,67400,59945
613.7,-4414,3404,67317,59834
615.7,-4381,3326,67248,59732
617.7,-4496,2965,67236,59718
619.7,-4862,2766,67244,59773
621.7,-5205,2979,67292,59896
623.7,-5121,3332,67290,59946
625.7,-4742,3446,67179,59836
627.7,-4522,3308,67144,59761
629.7,-4565,3196,67237,59822
631.7,-4698,3250,67273,59876
633.7,-4851,3333,67257,59894
635.7,-5043,3301,67280,59913
637.7,-5216,3217,67274,59880
639.7,-5210,3191,67288,59908
641.7,-4967,3175,67406,60074
643.7,-4728,3089,67405,60094
645.7,-4693,3051,67219,59889
647.7,-4653,3148,67184,59850
649.7,-4452,3170,67307,60008
651.7,-4374,2960,67260,59971
653.7,-4577,2767,67179,59827
655.7,-4805,2831,67346,59912
657.7,-4893,3031,67477,60007
659.7,-4861,3253,67316,59831
661.7,-4690,3515,67156,59637
663.73,-4525,3642,67171,59644
665.75,-4611,3453,67177,59689
667.78,-4794,3156,67152,59700
669.8,-4781,3034,67183,59746
671.8,-4673,3074,67180,59779
673.8,-4642,3178,67151,59784
675.8,-4604,3271,67226,59847
677.8,-4584,3202,67315,59928
679.8,-4702,2997,67269,59923
681.8,-4782,2912,67188,59885
683.8,-4661,2940,67188,59918
685.8,-4568,2836,67201,59994
687.8,-4650,2732,67146,59973
689.8,-4666,2960,67054,59795
691.8,-4504,3294,67014,59634
693.8,-4433,3268,67097,59717
695.8,-4574,3066,67256,59952
697.8,-4646,3194,67367,60066
699.8,-4480,3550,67414,60041
701.8,-4374,3677,67475,60054
703.8,-4594,3618,67594,60161
705.8,-4900,3691,67765,60311
707.8,-4947,3830,67912,60434
709.8,-4800,3840,67930,60448
711.8,-4616,3881,67865,60380
713.8,-4364,4111,67882,60364
715.8,-4170,4304,68002,60422
717.8,-4282,4263,68083,60470
719.8,-4556,4176,68046,60477
721.8,-4623,4251,67955,60449
723.8,-4488,4410,67928,60410
725.8,-4425,4521,68004,60438
727.8,-4518,4589,68096,60561
729.8,-4594,4657,68179,60714
731.8,-4493,4733,68291,60802
733.8,-4333,4800,68283,60698
735.8,-4448,4806,68047,60439
737.8,-4851,4729,67893,60346
739.8,-5062,4634,68031,60540
741.8,-4755,4630,68134,60683
743.8,-4179,4765,68024,60638
745.8,-3756,4945,68002,60689
747.8,-3676,4982,68117,60863
749.8,-3851,4826,68112,60924
751.8,-4017,4626,68055,60902
753.8,-4051,4451,68075,60869
755.8,-4114,4224,67986,60682
757.8,-4284,4011,67777,60424
759.8,-4396,3945,67689,60349
761.8,-4405,3880,67697,60380
763.83,-4404,3628,67638,60324
765.85,-4373,3350,67555,60209
767.88,-4354,3256,67454,60066
769.9,-4482,3223,67264,59897
771.9,-4635,3064,67076,59809
773.9,-4626,2789,66922,59735
775.9,-4612,2508,66695,59493
777.9,-4710,2396,66482,59219
779.9,-4683,2602,66451,59157
781.9,-4500,2941,66538,59247
783.9,-4499,3029,66645,59364
785.9,-4700,2870,66771,59496
787.9,-4738,2807,66827,59554
789.9,-4526,2918,66773,59510
791.9,-4365,2957,66727,59505
793.9,-4451,2840,66714,59556
795.9,-4640,2721,66673,59554
797.9,-4671,2679,66624,59483
799.9,-4531,2640,66532,59327
801.9,-4477,2575,66393,59127
803.9,-4614,2543,66423,59122
805.9,-4712,2557,66659,59355
807.9,-4596,2573,66771,59501
809.9,-4416,2552,66669,59461
811.9,-4439,2461,66609,59455
813.9,-4722,2320,66608,59469
815.9,-4969,2259,66533,59358
817.9,-4830,2338,66490,59243
819.9,-4471,2383,66494,59203
821.9,-4398,2248,66389,59133
823.9,-4600,2075,66325,59124
825.9,-4594,2067,66528,59325
827.9,-4350,2185,66801,59544
829.9,-4330,2282,66940,59595
831.9,-4602,2384,67116,59664
833.9,-4706,2658,67474,59987
835.9,-4382,3140,67989,60608
837.9,-3835,3688,68654,61477
839.9,-3300,4320,69256,62460
841.9,-2804,5310,69359,63396
843.9,-2355,6731,68816,64220
845.9,-2007,8281,67854,64854
847.9,-1724,9779,66699,65232
849.9,-1470,11278,65564,65510
851.9,-1347,12599,64646,65865
853.9,-1358,13361,63797,66090
855.9,-1328,13429,62629,65805
857.9,-1371,12852,61143,64935
859.9,-1880,11658,59836,63679
861.9,-2826,9991,59022,62143
863.9,-3791,8045,58434,60274
865.9,-4732,5900,57805,58175
867.9,-5852,3808,57426,56197
869.9,-6888,2282,57612,54586
871.9,-7377,1522,58148,53440
873.93,-7358,1256,58815,53055
875.95,-7146,1302,59731,53606
877.98,-6829,1653,60814,54606
880.0,-6400,2082,61778,55481
882.0,-5968,2321,62652,56258
884.0,-5627,2447,63484,56987
886.0,-5390,2594,64037,57400
888.0,-5252,2632,64367,57613
890.0,-5159,2495,64825,58029
892.0,-5003,2377,65296,58477
894.0,-4774,2356,65454,58569
896.0,-4635,2275,65457,58470
898.0,-4727,2110,65569,58480
900.0,-4929,2014,65711,58527
902.0,-4979,1994,65786,58513
904.0,-4893,1975,65847,58511
906.0,-4904,2017,65923,58566
908.0,-4983,2143,66041,58690
910.0,-4911,2175,66151,58825
912.0,-4782,2024,66116,58834
914.0,-4833,1882,66024,58756
916.0,-4939,1901,66092,58758
918.0,-4882,1965,66213,58784
920.0,-4760,1945,66193,58720
922.0,-4720,1922,66153,58678
924.0,-4700,1994,66212,58711
926.0,-4655,2074,66249,58707
928.0,-4589,2058,66221,58678
930.0,-4470,2028,66214,58720
932.0,-4417,2121,66277,58834
934.0,-4570,2301,66449,59007
936.0,-4722,2400,66641,59162
938.0,-4650,2342,66635,59129
940.0,-4522,2258,66514,59001
942.0,-4492,2315,66575,59038
944.0,-4457,2428,66721,59149
946.0,-4473,2369,66705,59133
948.0,-4641,2204,66681,59156
950.0,-4707,2226,66779,59312
952.0,-4499,2409,66779,59336
954.0,-4296,2454,66703,59222
956.0,-4314,2358,66838,59283
958.0,-4473,2367,67066,59458
960.0,-4702,2492,67058,59434
962.0,-4864,2576,66919,59281
964.0,-4765,2585,66913,59246
966.0,-4567,2519,67008,59308
968.0,-4582,2385,67082,59357
970.0,-4688,2334,67140,59423
972.0,-4620,2426,67190,59539
974.0,-4524,2435,67228,59644
976.0,-4597,2267,67276,59672
978.0,-4656,2228,67347,59641
980.0,-4533,2468,67445,59649
982.0,-4425,2674,67524,59701
984.03,-4486,2649,67527,59699
986.05,-4493,2638,67549,59704
988.08,-4287,2770,67703,59847
990.1,-4129,2811,67834,59987
992.1,-4217,2728,67805,59957
994.1,-4322,2763,67837,59946
996.1,-4317,2837,68073,60119
998.1,-4403,2681,68250,60258
1000.1,-4550,2499,68231,60217
1002.1,-4474,2661,68288,60243
1004.1,-4212,3017,68564,60486
1006.1,-3986,3221,68804,60702
1008.1,-3805,3292,68835,60707
1010.1,-3685,3364,68892,60746
1012.1,-3675,3427,69219,61064
1014.1,-3594,3535,69587,61402
1016.1,-3392,3721,69645,61410
1018.1,-3418,3768,69584,61309
1020.1,-3776,3561,69809,61495
1022.1,-4077,3372,70175,61803
1024.1,-4055,3454,70319,61906
1026.1,-3800,3703,70355,61948
1028.1,-3497,3909,70537,62136
1030.1,-3357,4014,70775,62346
1032.1,-3421,4089,70939,62479
1034.1,-3444,4240,71041,62570
1036.1,-3328,4483,71053,62583
1038.1,-3269,4651,71010,62549
1040.1,-3277,4615,71047,62598
1042.1,-3204,4534,71149,62706
1044.1,-3161,4646,71260,62827
1046.1,-3310,4899,71438,63030
1048.1,-3471,5097,71620,63247
1050.1,-3403,5220,71666,63337
1052.1,-3204,5293,71642,63359
1054.1,-3186,5234,71624,63378
1056.1,-3400,5164,71558,63345
1058.1,-3460,5381,71494,63326
1060.1,-3127,5786,71494,63378
1062.1,-2814,5957,71467,63408
1064.1,-2933,5898,71437,63453
1066.1,-3206,5954,71498,63606
1068.1,-3274,6108,71498,63689
1070.1,-3288,6101,71321,63578
1072.1,-3404,5925,71104,63427
1074.1,-3510,5687,70870,63248
1076.1,-3635,5436,70568,62966
1078.1,-3846,5322,70382,62772
1080.1,-3970,5381,70326,62738
1082.1,-3928,5368,70117,62599
1084.13,-3858,5249,69822,62376
1086.15,-3765,5293,69727,62313
1088.18,-3671,5411,69664,62268
1090.2,-3816,5234,69420,62053
1092.2,-4165,4913,69220,61871
1094.2,-4294,4857,69133,61779
1096.2,-4134,4913,68922,61563
1098.2,-4052,4727,68685,61340
1100.2,-4119,4476,68633,61310
1102.2,-4088,4422,68563,61254
1104.2,-3992,4401,68353,61032
1106.2,-4104,4260,68257,60902
1108.2,-4409,4128,68270,60902
1110.2,-4585,4057,68119,60779
1112.2,-4499,3965,67886,60580
1114.2,-4443,3835,67810,60510
1116.2,-4678,3666,67793,60484
1118.2,-4940,3533,67696,60373
1120.2,-4838,3633,67609,60275
1122.2,-4513,3938,67595,60270
1124.2,-4353,4115,67613,60310
1126.2,-4409,4026,67663,60361
1128.2,-4547,3847,67713,60396
1130.2,-4665,3727,67680,60382
1132.2,-4640,3717,67588,60334
1134.2,-4498,3812,67538,60294
1136.2,-4428,3862,67539,60269
1138.2,-4396,3763,67514,60222
1140.2,-4288,3672,67421,60123
1142.2,-4287,3753,67369,60065
1144.2,-4483,3922,67522,60215
1146.2,-4620,4028,67818,60522
1148.2,-4670,3986,67950,60672
1150.2,-4850,3778,67770,60507
1152.2,-4990,3555,67501,60250
1154.2,-4794,3550,67439,60194
1156.2,-4511,3722,67569,60322
1158.2,-4575,3795,67626,60390
1160.2,-4927,3708,67554,60352
1162.2,-5174,3654,67582,60392
1164.2,-5084,3705,67688,60464
1166.2,-4740,3810,67597,60347
1168.2,-4415,4003,67453,60223
1170.2,-4321,4206,67612,60406
1172.2,-4424,4151,67845,60634
1174.2,-4493,3879,67771,60543
1176.2,-4425,3781,67622,60376
1178.2,-4451,3882,67652,60383
1180.2,-4739,3836,67637,60360
1182.2,-4939,3693,67532,60264
1184.2,-4697,3788,67553,60284
1186.2,-4333,4004,67584,60316
1188.2,-4288,3989,67501,60258
1190.2,-4432,3785,67536,60311
1192.2,-4575,3626,67672,60432
1194.23,-4778,3566,67596,60353
1196.25,-4844,3638,67419,60198
1198.28,-4526,3885,67458,60248
1200.3,-4162,4148,67610,60391
1202.3,-4153,4203,67642,60428
1204.3,-4344,4025,67594,60393
1206.3,-4467,3761,67539,60346
1208.3,-4475,3622,67466,60292
1210.3,-4360,3700,67403,60267
1212.3,-4276,3824,67392,60282
1214.3,-4400,3828,67430,60315
1216.3,-4489,3810,67457,60323
1218.3,-4394,3815,67427,60277
1220.3,-4587,3671,67463,60298
1222.3,-5217,3433,67650,60463
1224.3,-5525,3429,67734,60530
1226.3,-5094,3688,67582,60374
1228.3,-4522,3897,67520,60315
1230.3,-4345,3945,67641,60438
1232.3,-4423,3945,67587,60392
1234.3,-4592,3873,67399,60220
1236.3,-4890,3659,67431,60264
1238.3,-5116,3472,67515,60339
1240.3,-4953,3535,67387,60180
1242.3,-4582,3731,67309,60072
1244.3,-4576,3712,67378,60149
1246.3,-5003,3455,67287,60101
1248.3,-5227,3335,67123,59975
1250.3,-4969,3460,67213,60078
1252.3,-4764,3533,67405,60276
1254.3,-4864,3578,67520,60383
1256.3,-4788,3923,67725,60543
1258.3,-4447,4333,67936,60690
1260.3,-4374,4300,67887,60603
1262.3,-4567,4110,67792,60493
1264.3,-4557,4346,67967,60649
1266.3,-4449,4743,68227,60888
1268.3,-4591,4757,68321,60976
1270.3,-4728,4608,68313,60973
1272.3,-4558,4743,68283,60948
1274.3,-4338,5012,68241,60899
1276.3,-4329,5077,68266,60897
1278.3,-4408,4973,68349,60939
1280.3,-4464,4918,68340,60900
1282.3,-4533,4991,68204,60762
1284.3,-4609,5078,68113,60684
1286.3,-4653,5065,68187,60775
1288.3,-4627,5073,68299,60910
1290.3,-4488,5281,68303,60950
1292.3,-4317,5500,68295,60986
1294.3,-4302,5407,68352,61065
1296.3,-4453,5162,68269,60982
1298.3,-4525,5191,68031,60751
1300.3,-4369,5407,67976,60728
1302.3,-4174,5360,68143,60938
1304.33,-4134,5115,68214,61048
1306.35,-4132,5127,68171,61034
1308.38,-4079,5329,68196,61074
1310.4,-4146,5294,68247,61131
1312.4,-4295,5116,68306,61200
1314.4,-4256,5123,68420,61331
1316.4,-4196,5110,68400,61322
1318.4,-4460,4830,68179,61094
1320.4,-4731,4584,68050,60953
1322.4,-4579,4558,68059,60972
1324.4,-4361,4444,67955,60894
1326.4,-4531,4114,67744,60702
1328.4,-4843,3789,67546,60524
1330.4,-4923,3560,67339,60348
1332.4,-4793,3438,67235,60242
1334.4,-4612,3481,67284,60238
1336.4,-4555,3555,67199,60119
1338.4,-4724,3460,66933,59872
1340.4,-4875,3277,66827,59768
1342.4,-4788,3149,66875,59783
1344.4,-4692,3077,66832,59732
1346.4,-4753,3109,66823,59734
1348.4,-4746,3259,66963,59873
1350.4,-4622,3341,67009,59948
1352.4,-4643,3266,66898,59896
1354.4,-4804,3153,66796,59805
1356.4,-4870,3042,66690,59657
1358.4,-4846,2920,66560,59518
1360.4,-4853,2889,66549,59528
1362.4,-4845,2980,66645,59620
1364.4,-4765,3068,66745,59706
1366.4,-4689,3093,66844,59819
1368.4,-4662,3085,66864,59869
1370.4,-4610,3057,66774,59809
1372.4,-4496,3073,66766,59812
1374.4,-4430,3153,66821,59829
1376.4,-4507,3132,66673,59617
1378.4,-4668,2928,66442,59369
1380.4,-4829,2746,66439,59403
1382.4,-4934,2758,66526,59510
1384.4,-4842,2861,66524,59476
1386.4,-4551,2866,66648,59549
1388.4,-4385,2714,66960,59820
1390.4,-4472,2571,67240,60062
1392.4,-4458,2731,67586,60384
1394.4,-4215,3225,68289,61099
1396.4,-4017,3791,69201,62106
1398.4,-3744,4490,69836,63078
1400.4,-3098,5710,69866,63922
1402.4,-2528,7326,69298,64678
1404.43,-2550,8740,68368,65324
1406.45,-2655,9971,67339,65864
1408.48,-2231,11651,66375,66434
1410.5,-1685,13755,65540,67154
1412.5,-1546,15310,64633,67764
1414.5,-1622,15657,63337,67775
1416.5,-1741,15192,61884,67214
1418.5,-2109,14525,60915,66520
1420.5,-2722,13514,60367,65519
1422.5,-3423,11694,59608,63674
1424.5,-4302,9251,58749,61385
1426.5,-5314,6886,58468,59538
1428.5,-6113,4958,58690,57990
1430.5,-6607,3463,58829,56141
1432.5,-6951,2543,58988,54546
1434.5,-7007,2378,59713,54292
1436.5,-6626,2744,60928,55245
1438.5,-6171,3133,62029,56277
1440.5,-5972,3258,62789,56883
1442.5,-5728,3233,63487,57415
1444.5,-5188,3275,64183,57974
1446.5,-4799,3331,64573,58217
1448.5,-4926,3200,64692,58213
1450.5,-5153,2903,64972,58425
1452.5,-5063,2652,65448,58821
1454.5,-4906,2541,65741,58988
1456.5,-4911,2512,65764,58889
1458.5,-4837,2497,65693,58737
1460.5,-4645,2473,65639,58640
1462.5,-4657,2455,65760,58741
1464.5,-4831,2407,66005,58973
1466.5,-4792,2296,65969,58929
1468.5,-4585,2270,65705,58669
1470.5,-4599,2418,65774,58747
1472.5,-4850,2470,66105,59064
1474.5,-4992,2288,66158,59075
1476.5,-4946,2211,66054,58926
1478.5,-5003,2334,66147,58993
1480.5,-5238,2292,66236,59079
1482.5,-5295,2125,66223,59066
1484.5,-5030,2237,66334,59155
1486.5,-4844,2461,66426,59217
1488.5,-4954,2402,66326,59121
1490.5,-4982,2305,66340,59167
1492.5,-4733,2502,66519,59364
1494.5,-4575,2713,66504,59342
1496.5,-4657,2626,66358,59178
1498.5,-4691,2387,66366,59165
1500.5,-4656,2223,66398,59193
1502.5,-4754,2231,66358,59172
1504.53,-4846,2473,66433,59253
1506.55,-4745,2830,66589,59395
1508.58,-4636,3013,66685,59495
1510.6,-4632,2899,66766,59606
1512.6,-4560,2647,66761,59608
1514.6,-4444,2499,66588,59386
1516.6,-4512,2538,66517,59243
1518.6,-4714,2624,66704,59375
1520.6,-4761,2630,66871,59503
1522.6,-4547,2675,66888,59486
1524.6,-4255,2854,66922,59504
1526.6,-4162,3005,67007,59596
1528.6,-4320,3033,67096,59703
1530.6,-4463,3062,67214,59833
1532.6,-4410,3083,67268,59890
1534.6,-4359,2947,67213,59816
1536.6,-4459,2767,67249,59802
1538.6,-4526,2805,67423,59919
1540.6,-4428,3023,67499,59962
1542.6,-4314,3145,67448,59893
1544.6,-4274,3062,67495,59913
1546.6,-4195,2918,67680,60065
1548.6,-4039,2892,67819,60186
1550.6,-4007,2986,67817,60185
1552.6,-4294,3013,67797,60151
1554.6,-4746,2867,67935,60226
1556.6,-4914,2720,68234,60425
1558.6,-4606,2795,68540,60647
1560.6,-4164,3048,68763,60818
1562.6,-3948,3287,68879,60894
1564.6,-3903,3450,68911,60890
1566.6,-3886,3587,69027,60971
1568.6,-3987,3684,69296,61197
1570.6,-4235,3694,69498,61357
1572.6,-4391,3666,69595,61425
1574.6,-4259,3713,69821,61604
1576.6,-3970,3858,70054,61758
1578.6,-3804,3980,70035,61665
1580.6,-3840,3929,70083,61667
1582.6,-3953,3732,70502,62042
1584.6,-4048,3651,70904,62391
1586.6,-4076,3886,70994,62443
1588.6,-3914,4294,71067,62494
1590.6,-3554,4590,71295,62701
1592.6,-3261,4705,71539,62924
1594.6,-3225,4689,71724,63092
1596.6,-3320,4557,71754,63122
1598.6,-3377,4454,71618,63006
1600.6,-3382,4626,71631,63033
1602.6,-3362,5015,71882,63279
1604.6,-3350,5280,72024,63428
1606.6,-3344,5304,71987,63430
